PROVIDER_ID,PROCEDURE_COUNT,READMISSION_COUNT,DEATH_COUNT,COMPLICATION_COUNT,PERCENTAGE
28146,1,0,0,0,0.0
34759,1,0,0,0,0.0
76110,2,0,0,0,0.0
392119,1,0,0,0,0.0
496723,1,0,0,0,0.0
654272,1,0,0,0,0.0
37195,1,0,0,0,0.0
47900,1,0,0,0,0.0
122710,1,0,0,0,0.0
151791,1,0,0,0,0.0
274111,1,0,0,0,0.0
288428,1,0,0,0,0.0
615689,1,0,0,0,0.0
828341,1,0,0,0,0.0
21121,1,0,0,0,0.0
33118,1,0,0,0,0.0
125768,1,0,0,0,0.0
184126,1,0,0,0,0.0
211983,3,0,0,0,0.0
297777,1,0,0,0,0.0
251,1,0,0,0,0.0
22965,1,0,0,0,0.0
127355,1,0,0,0,0.0
136350,1,0,0,0,0.0
224462,1,0,0,0,0.0
253032,1,0,0,0,0.0
277177,1,0,0,0,0.0
289849,1,0,0,0,0.0
315842,1,0,0,0,0.0
361637,1,0,0,0,0.0
28604,1,0,0,0,0.0
87632,1,0,0,0,0.0
277351,1,0,0,0,0.0
310127,1,0,0,0,0.0
312753,1,0,0,0,0.0
314987,1,0,0,0,0.0
385770,1,0,0,0,0.0
719182,1,0,0,0,0.0
12184,3,0,0,0,0.0
16510,1,0,0,0,0.0
16526,1,0,0,0,0.0
21307,1,0,0,0,0.0
36930,1,0,0,0,0.0
37812,1,0,0,0,0.0
61129,2,0,0,0,0.0
65203,1,0,0,0,0.0
91502,1,0,0,0,0.0
101678,1,0,0,0,0.0
105838,1,0,0,0,0.0
151329,1,0,0,0,0.0
171588,1,0,0,0,0.0
175968,3,0,0,0,0.0
315405,1,0,0,0,0.0
350573,1,0,0,0,0.0
409291,1,0,0,0,0.0
667552,1,0,0,0,0.0
25831,1,0,0,0,0.0
58985,1,0,0,0,0.0
109033,1,0,0,0,0.0
127268,1,0,0,0,0.0
128957,1,0,0,0,0.0
219870,1,0,0,0,0.0
256914,1,0,0,0,0.0
415344,1,0,0,0,0.0
446338,1,0,0,0,0.0
4624,1,0,0,0,0.0
25169,1,0,0,0,0.0
73735,1,0,0,0,0.0
77225,1,0,0,0,0.0
108113,1,0,0,0,0.0
153675,1,0,0,0,0.0
203923,1,0,0,0,0.0
321406,1,0,0,0,0.0
345470,1,0,0,0,0.0
507138,1,0,0,0,0.0
19358,12,0,0,0,0.0
45398,1,0,0,0,0.0
61958,1,0,0,0,0.0
87788,1,0,0,0,0.0
104826,1,0,0,0,0.0
137807,1,0,0,0,0.0
164926,2,0,0,0,0.0
181127,1,0,0,0,0.0
233135,2,0,0,0,0.0
239668,2,0,0,0,0.0
420252,1,0,0,0,0.0
612619,1,0,0,0,0.0
21200,5,0,0,0,0.0
34619,4,0,0,0,0.0
51501,1,0,0,0,0.0
76407,1,0,0,0,0.0
83104,1,0,0,0,0.0
100980,1,0,0,0,0.0
180876,1,0,0,0,0.0
247691,1,0,0,0,0.0
295001,1,0,0,0,0.0
297320,1,0,0,0,0.0
304823,1,0,0,0,0.0
363716,1,0,0,0,0.0
391676,1,0,0,0,0.0
405546,1,0,0,0,0.0
62752,1,0,0,0,0.0
137469,1,0,0,0,0.0
143892,4,0,0,0,0.0
181479,1,0,0,0,0.0
210286,1,0,0,0,0.0
228526,1,0,0,0,0.0
289658,1,0,0,0,0.0
317698,1,0,0,0,0.0
329883,1,0,0,0,0.0
411507,1,0,0,0,0.0
2663,1,0,0,0,0.0
8354,4,0,0,0,0.0
335860,1,0,0,0,0.0
380745,1,0,0,0,0.0
423366,1,0,0,0,0.0
560167,1,0,0,0,0.0
748938,1,0,0,0,0.0
32309,6,0,0,0,0.0
44139,1,0,0,0,0.0
65168,1,0,0,0,0.0
121978,1,0,0,0,0.0
129502,1,0,0,0,0.0
214996,1,0,0,0,0.0
264377,1,0,0,0,0.0
390738,1,0,0,0,0.0
529446,1,0,0,0,0.0
14180,1,0,0,0,0.0
34305,6,0,0,0,0.0
127649,1,0,0,0,0.0
214136,2,0,0,0,0.0
229228,1,0,0,0,0.0
256442,1,0,0,0,0.0
561527,1,0,0,0,0.0
8116,1,0,0,0,0.0
10651,1,0,0,0,0.0
31756,2,0,0,0,0.0
38840,1,0,0,0,0.0
40890,1,0,0,0,0.0
43057,1,0,0,0,0.0
49096,3,0,0,0,0.0
56219,1,0,0,0,0.0
57742,1,0,0,0,0.0
59552,1,0,0,0,0.0
82392,1,0,0,0,0.0
85568,1,0,0,0,0.0
129905,4,0,0,0,0.0
189469,1,0,0,0,0.0
304417,1,0,0,0,0.0
364569,1,0,0,0,0.0
398820,1,0,0,0,0.0
753891,1,0,0,0,0.0
43590,1,0,0,0,0.0
99684,1,0,0,0,0.0
146303,1,0,0,0,0.0
157366,1,0,0,0,0.0
169436,1,0,0,0,0.0
182235,1,0,0,0,0.0
183622,1,0,0,0,0.0
220663,1,0,0,0,0.0
272089,1,0,0,0,0.0
363177,1,0,0,0,0.0
370225,1,0,0,0,0.0
420887,1,0,0,0,0.0
406,1,0,0,0,0.0
1163,6,0,0,0,0.0
12057,1,0,0,0,0.0
17070,1,0,0,0,0.0
33177,1,0,0,0,0.0
69281,1,0,0,0,0.0
88053,1,0,0,0,0.0
282903,1,0,0,0,0.0
511337,1,0,0,0,0.0
622877,1,0,0,0,0.0
35669,1,0,0,0,0.0
42204,19,0,0,0,0.0
121600,1,0,0,0,0.0
140662,1,0,0,0,0.0
189379,1,0,0,0,0.0
208275,3,0,0,0,0.0
317724,1,0,0,0,0.0
3252,1,0,0,0,0.0
5642,2,0,0,0,0.0
21252,1,0,0,0,0.0
26555,1,0,0,0,0.0
61664,1,0,0,0,0.0
71592,2,0,0,0,0.0
78675,1,0,0,0,0.0
82631,1,0,0,0,0.0
95343,1,0,0,0,0.0
96072,1,0,0,0,0.0
113460,1,0,0,0,0.0
113624,1,0,0,0,0.0
154153,1,0,0,0,0.0
366753,1,0,0,0,0.0
423028,1,0,0,0,0.0
448672,1,0,0,0,0.0
25494,2,0,0,0,0.0
124240,1,0,0,0,0.0
151916,2,0,0,0,0.0
164739,2,0,0,0,0.0
266661,1,0,0,0,0.0
321396,1,0,0,0,0.0
391111,2,0,0,0,0.0
490011,1,0,0,0,0.0
8822,2,0,0,0,0.0
12731,10,0,0,0,0.0
20341,1,0,0,0,0.0
32440,1,0,0,0,0.0
181370,1,0,0,0,0.0
196170,1,0,0,0,0.0
479865,1,0,0,0,0.0
554126,1,0,0,0,0.0
3069,1,0,0,0,0.0
13372,1,0,0,0,0.0
38741,1,0,0,0,0.0
79338,2,0,0,0,0.0
120153,1,0,0,0,0.0
142777,3,0,0,0,0.0
194321,1,0,0,0,0.0
225559,1,0,0,0,0.0
252666,1,0,0,0,0.0
264954,1,0,0,0,0.0
316865,1,0,0,0,0.0
640722,1,0,0,0,0.0
21288,8,0,0,0,0.0
29488,3,0,0,0,0.0
30738,1,0,0,0,0.0
40030,1,0,0,0,0.0
68727,1,0,0,0,0.0
129525,1,0,0,0,0.0
156533,2,0,0,0,0.0
56130,3,0,0,0,0.0
70787,1,0,0,0,0.0
79557,1,0,0,0,0.0
96164,1,0,0,0,0.0
101680,1,0,0,0,0.0
393408,1,0,0,0,0.0
598286,1,0,0,0,0.0
3328,1,0,0,0,0.0
18330,1,0,0,0,0.0
137703,1,0,0,0,0.0
170474,1,0,0,0,0.0
223372,3,0,0,0,0.0
248744,1,0,0,0,0.0
389506,1,0,0,0,0.0
483224,2,0,0,0,0.0
751207,1,0,0,0,0.0
6716,2,0,0,0,0.0
37194,5,0,0,0,0.0
53594,1,0,0,0,0.0
63580,3,0,0,0,0.0
79579,1,0,0,0,0.0
79965,1,0,0,0,0.0
126225,1,0,0,0,0.0
136720,3,0,0,0,0.0
160044,1,0,0,0,0.0
183714,1,0,0,0,0.0
278974,1,0,0,0,0.0
425419,1,0,0,0,0.0
428323,1,0,0,0,0.0
590021,1,0,0,0,0.0
103900,1,0,0,0,0.0
127901,1,0,0,0,0.0
139098,1,0,0,0,0.0
176498,1,0,0,0,0.0
41507,2,0,0,0,0.0
55031,1,0,0,0,0.0
119684,1,0,0,0,0.0
171587,1,0,0,0,0.0
214312,1,0,0,0,0.0
247448,1,0,0,0,0.0
254944,1,0,0,0,0.0
268468,1,0,0,0,0.0
291978,1,0,0,0,0.0
373497,1,0,0,0,0.0
503020,1,0,0,0,0.0
8655,1,0,0,0,0.0
111999,1,0,0,0,0.0
172563,1,0,0,0,0.0
331637,2,0,0,0,0.0
354023,1,0,0,0,0.0
222,1,0,0,0,0.0
30887,2,0,0,0,0.0
39546,1,0,0,0,0.0
44329,2,0,0,0,0.0
46800,1,0,0,0,0.0
105429,1,0,0,0,0.0
125914,1,0,0,0,0.0
240477,3,0,0,0,0.0
261701,1,0,0,0,0.0
636482,1,0,0,0,0.0
759845,1,0,0,0,0.0
7080,1,0,0,0,0.0
54145,1,0,0,0,0.0
54546,1,0,0,0,0.0
57518,2,0,0,0,0.0
63221,1,0,0,0,0.0
64843,2,0,0,0,0.0
73642,1,0,0,0,0.0
74604,1,0,0,0,0.0
108914,1,0,0,0,0.0
138578,1,0,0,0,0.0
168888,1,0,0,0,0.0
186923,1,0,0,0,0.0
266660,1,0,0,0,0.0
368759,1,0,0,0,0.0
458323,1,0,0,0,0.0
502513,1,0,0,0,0.0
122,1,0,0,0,0.0
19828,1,0,0,0,0.0
29801,1,0,0,0,0.0
49753,1,0,0,0,0.0
226019,1,0,0,0,0.0
274511,1,0,0,0,0.0
354202,1,0,0,0,0.0
630156,1,0,0,0,0.0
46605,4,0,0,0,0.0
71911,1,0,0,0,0.0
134308,1,0,0,0,0.0
179656,1,0,0,0,0.0
242715,1,1,0,1,1.0
306515,1,0,0,0,0.0
332416,1,0,0,0,0.0
334572,1,0,0,0,0.0
631542,1,0,0,0,0.0
346,1,0,0,0,0.0
4455,2,0,0,0,0.0
18100,2,0,0,0,0.0
31398,5,0,0,0,0.0
72883,3,0,0,0,0.0
132678,1,0,0,0,0.0
137464,1,0,0,0,0.0
