PROVIDER_ID,PROCEDURE_COUNT,READMISSION_COUNT,DEATH_COUNT,COMPLICATION_COUNT,PERCENTAGE
9852,3,0,0,0,0.0
14832,7,0,0,0,0.0
22223,1,0,0,0,0.0
28836,1,0,0,0,0.0
34759,3,0,0,0,0.0
37263,1,0,0,0,0.0
41890,2,0,0,0,0.0
46943,1,0,0,0,0.0
51415,1,0,0,0,0.0
51607,2,0,0,0,0.0
57693,1,0,0,0,0.0
60769,1,0,0,0,0.0
63271,2,0,0,0,0.0
75120,1,0,0,0,0.0
76110,1,0,0,0,0.0
116312,1,0,0,0,0.0
139379,1,0,0,0,0.0
144991,2,0,0,0,0.0
163934,1,0,0,0,0.0
198038,1,0,0,0,0.0
211126,1,0,0,0,0.0
214660,1,0,1,1,1.0
232903,1,0,0,0,0.0
273317,1,0,0,0,0.0
287536,1,0,0,0,0.0
289337,1,0,0,0,0.0
300539,1,0,0,0,0.0
304276,1,0,0,0,0.0
311803,1,0,0,0,0.0
314843,1,0,0,0,0.0
321560,1,0,0,0,0.0
328989,1,0,0,0,0.0
341205,1,0,0,0,0.0
388931,1,0,0,0,0.0
390373,1,0,0,0,0.0
417823,1,0,0,0,0.0
654272,1,0,0,0,0.0
2580,1,0,0,0,0.0
4929,1,0,0,0,0.0
6393,1,0,0,0,0.0
11710,1,0,0,0,0.0
26801,1,0,0,0,0.0
37195,1,0,0,0,0.0
40687,3,0,0,0,0.0
57513,3,0,0,0,0.0
58572,1,0,0,0,0.0
62526,1,0,0,0,0.0
65726,2,0,0,0,0.0
65771,2,0,0,0,0.0
83947,1,0,0,0,0.0
102262,1,0,0,0,0.0
105712,1,0,0,0,0.0
128026,1,0,0,0,0.0
136498,1,0,0,0,0.0
224325,1,0,0,0,0.0
243664,1,0,0,0,0.0
245018,1,0,0,0,0.0
274520,1,0,0,0,0.0
306085,1,0,0,0,0.0
333796,1,0,0,0,0.0
353258,1,0,0,0,0.0
367937,3,0,0,0,0.0
413091,1,0,0,0,0.0
462225,1,0,0,0,0.0
522659,1,0,0,0,0.0
543065,1,0,0,0,0.0
589279,1,0,0,0,0.0
608126,1,0,0,0,0.0
640406,1,0,0,0,0.0
16680,1,0,0,0,0.0
16924,1,0,0,0,0.0
21121,3,0,0,0,0.0
28871,1,0,0,0,0.0
45731,1,0,0,0,0.0
60964,3,0,0,0,0.0
98046,1,0,0,0,0.0
98376,1,0,0,0,0.0
102151,2,0,0,0,0.0
106148,1,0,0,0,0.0
139255,1,0,0,0,0.0
164740,4,0,0,0,0.0
171202,1,0,0,0,0.0
178897,1,0,0,0,0.0
184126,1,0,0,0,0.0
190128,1,0,0,0,0.0
191394,1,0,0,0,0.0
191956,1,0,0,0,0.0
194061,1,0,0,0,0.0
204300,1,0,0,0,0.0
211983,1,0,0,0,0.0
254082,1,0,0,0,0.0
259272,1,0,0,0,0.0
294592,1,0,0,0,0.0
317022,1,0,0,0,0.0
322461,2,0,0,0,0.0
339860,1,0,0,0,0.0
345998,1,0,0,0,0.0
422961,1,0,0,0,0.0
446213,1,0,0,0,0.0
447860,1,0,0,0,0.0
465341,1,0,0,0,0.0
85,1,0,0,0,0.0
5074,1,0,0,0,0.0
7066,1,0,0,0,0.0
10768,1,0,0,0,0.0
22965,2,0,0,0,0.0
32554,1,0,0,0,0.0
33437,1,0,0,0,0.0
35094,1,0,0,0,0.0
35950,2,0,0,0,0.0
45895,1,0,0,0,0.0
49696,1,0,0,0,0.0
58066,1,0,0,0,0.0
65879,1,0,0,0,0.0
68386,1,0,0,0,0.0
82233,1,0,0,0,0.0
134218,1,0,0,0,0.0
162354,1,0,0,0,0.0
185553,2,0,0,0,0.0
207073,1,0,0,0,0.0
209878,3,0,0,0,0.0
215027,1,0,0,0,0.0
220996,1,0,0,0,0.0
223067,2,0,0,0,0.0
256733,1,0,0,0,0.0
307049,1,0,0,0,0.0
310292,1,0,0,0,0.0
315842,3,0,0,0,0.0
329129,1,0,0,0,0.0
330731,1,0,0,0,0.0
371904,1,0,0,0,0.0
440379,1,0,0,0,0.0
472979,1,0,0,0,0.0
560428,1,0,0,0,0.0
569253,1,0,0,0,0.0
645578,1,0,0,0,0.0
12322,1,0,0,0,0.0
19317,1,0,0,0,0.0
27228,1,0,0,0,0.0
27683,2,0,0,0,0.0
32804,1,0,0,0,0.0
59547,1,0,0,0,0.0
62935,1,0,0,0,0.0
81035,1,0,0,0,0.0
86732,1,0,0,0,0.0
93556,1,0,0,0,0.0
105484,1,0,0,0,0.0
113629,1,0,0,0,0.0
116475,1,0,0,0,0.0
123825,1,0,0,0,0.0
125607,1,0,0,0,0.0
126266,1,0,0,0,0.0
128076,1,0,0,0,0.0
149139,1,0,0,0,0.0
162563,1,0,0,0,0.0
230670,1,0,0,0,0.0
231098,3,0,0,0,0.0
284599,1,0,0,0,0.0
287612,2,0,0,0,0.0
303619,1,0,0,0,0.0
312753,3,0,0,0,0.0
318286,1,0,0,0,0.0
328105,1,0,0,0,0.0
343539,1,0,0,0,0.0
362029,1,0,0,0,0.0
383281,1,0,0,0,0.0
399086,1,0,0,0,0.0
635480,1,0,0,0,0.0
3028,1,0,0,0,0.0
9914,1,0,0,0,0.0
12184,12,0,0,0,0.0
17346,1,0,0,0,0.0
34780,1,1,0,1,1.0
37812,13,0,0,0,0.0
54232,1,0,0,0,0.0
56661,1,0,0,0,0.0
61129,3,0,0,0,0.0
64236,1,0,0,0,0.0
72464,2,0,0,0,0.0
76467,2,0,0,0,0.0
77430,1,0,0,0,0.0
82935,1,0,0,0,0.0
91502,1,0,0,0,0.0
103962,1,0,0,0,0.0
112014,1,0,0,0,0.0
115464,1,0,0,0,0.0
117252,1,0,0,0,0.0
137904,2,0,0,0,0.0
151646,1,0,0,0,0.0
157668,1,0,0,0,0.0
171588,1,0,0,0,0.0
171979,1,0,0,0,0.0
175968,2,0,0,0,0.0
205659,1,0,0,0,0.0
222110,1,0,0,0,0.0
269784,1,0,0,0,0.0
272257,1,0,0,0,0.0
273691,3,0,0,0,0.0
297036,1,0,0,0,0.0
306380,1,0,0,0,0.0
321428,1,0,0,0,0.0
322991,1,0,0,0,0.0
330957,1,0,0,0,0.0
331215,1,0,0,0,0.0
350573,2,0,0,0,0.0
374908,1,0,0,0,0.0
388978,1,0,0,0,0.0
393302,1,0,0,0,0.0
558905,1,0,0,0,0.0
11550,1,0,0,0,0.0
36935,1,0,0,0,0.0
42506,1,0,0,0,0.0
48409,1,0,0,0,0.0
58985,4,0,0,0,0.0
61155,8,0,0,0,0.0
75934,2,0,0,0,0.0
78338,1,0,0,0,0.0
79397,1,0,0,0,0.0
80266,1,0,0,0,0.0
84506,1,0,0,0,0.0
92176,3,0,0,0,0.0
94243,1,0,0,0,0.0
109033,1,0,0,0,0.0
109231,1,0,0,0,0.0
111961,1,0,0,0,0.0
115978,1,0,0,0,0.0
117665,1,0,0,0,0.0
